?Date,BVMF:BBAS3,BVMF:BBDC3,BVMF:BBDC4,BVMF:BRAP4,BVMF:BRKM5,BVMF:BRML3,BVMF:CCRO3,BVMF:CESP6,BVMF:CIEL3,BVMF:CMIG4,BVMF:CPFE3,BVMF:CPLE6,BVMF:CRUZ3,BVMF:CSNA3,BVMF:CTIP3,BVMF:CYRE3,BVMF:DTEX3,BVMF:ELET3,BVMF:ELET6,BVMF:EMBR3,BVMF:ENBR3,BVMF:ESTC3,BVMF:EVEN3,BVMF:FIBR3,BVMF:GGBR4,BVMF:GOAU4,BVMF:GOLL4,BVMF:HGTX3,BVMF:HYPE3,BVMF:ITSA4,BVMF:ITUB4,BVMF:JBSS3,BVMF:LAME4,BVMF:LIGT3,BVMF:LREN3,BVMF:MRFG3,BVMF:MRVE3,BVMF:MULT3,BVMF:NATU3,BVMF:OIBR4,BVMF:PCAR4,BVMF:PDGR3,BVMF:PETR3,BVMF:PETR4,BVMF:POMO4,BVMF:RENT3,BVMF:SANB11,BVMF:SBSP3,BVMF:SUZB5,BVMF:TBLE3,BVMF:TIMP3,BVMF:USIM5,BVMF:VALE3,BVMF:VALE5,BVMF:VIVT4
2010-02-04,2913800,137400,4915600,699000,2243800,2947600,3314400,1905000,2853840,1473200,53760,500100,994500,4358800,1004600,4395200,1806651,3703300,1640200,2952100,721800,297300,293500,1673400,6664000,1129200,1768800,535500,1257800,9335501,63906,1767300,2780000,855000,938500,815200,4149600,200600,930100,1378300,843100,25240200,5426100,24280300,799200,328650,110756,1148400,868400,1416100,3759200,3994800,4088600,26959500,125500
2010-02-05,6348400,91000,6715900,977900,1639400,1035200,5105600,1611300,6592880,2132300,49500,946700,1545500,5838400,2148500,6133500,2030259,3117200,1927900,3824800,865800,1232100,593200,2300200,7073600,1050800,2345800,639600,2165400,13701713,108982,2367300,5470250,1211600,1362800,1026300,6228300,147800,964400,1379100,1066300,38543800,5882800,29033800,1319800,1305045,66944,789600,564800,1583800,7529500,5813600,3775100,28652500,97100
2010-02-08,3448300,67500,5218600,1802200,1663600,551000,5144000,1971500,2359120,1236200,38120,314000,1894500,3215800,218400,2883400,1068430,1570100,866800,3126400,629100,176100,406900,1582100,4452400,1141900,1462300,507900,847800,11041444,64200,3366800,4907000,746400,809300,871200,4677400,108700,847900,773500,516900,21164000,4013300,18684700,769000,707910,34904,784800,591800,945500,5742100,4424600,4419400,15872700,141900
2010-02-09,5154300,81600,5605900,737700,1483600,2216400,6475200,966600,2292560,1314300,51230,571200,1158000,4373800,1295400,3297600,1112353,1937700,913500,1455700,1155600,948600,409300,1085700,5309100,912300,1945800,683100,1079100,13522028,107534,3747000,5465875,1316600,1142700,1269200,4159700,190900,940800,759100,652400,34188400,8539400,18104200,933600,785715,40415,1174200,796500,1120000,8469300,5793600,4180900,22034500,91100
2010-02-10,3323200,117300,2669000,518000,1674300,780400,4674800,1192500,1625600,964000,50390,402400,798000,5794200,119400,2716300,625933,760100,507200,1446100,844800,30600,216700,774800,4278100,589300,2847300,569700,991200,4929092,58095,2299100,2415500,545300,729600,804500,2248000,75400,415000,723300,354300,13877200,8269800,21909900,443400,332850,12127,515100,343900,1250000,3295200,5418000,2637900,13217000,84800
2010-02-11,3819600,114800,5013500,1021500,503600,295800,4764000,1380100,685120,973400,53540,424400,749500,6627400,629800,2996800,849178,882300,536100,2667500,429600,28200,124300,974700,5657900,693300,1588500,180900,812900,9016061,53389,1361900,4577375,1018100,778200,759400,3223300,104000,507300,715500,732200,9366800,7433800,24110900,795800,705600,27060,762300,358600,793600,8995500,6848800,8213600,28147900,62900
2010-02-12,2931500,38500,3168200,1298600,1381400,1246600,1570800,942600,2524560,1273300,56010,476600,753500,4333800,116900,2664800,774400,571200,547100,1861400,1126800,18300,97300,935000,5312000,476100,1161000,235200,531500,7905341,46802,1174500,3163625,660200,1052400,934700,1707300,387000,609100,1297100,293200,4575400,5306000,19127100,269600,1079925,45389,1002900,474800,972300,4240600,7225400,3444200,15667600,46300
2010-02-17,2430000,127600,2641500,799600,1210600,1526400,4224000,1160100,9752240,1354000,38680,474400,1525000,3501600,175600,2644600,1165593,995900,917500,2233100,566700,339000,109500,943300,3701100,584400,871400,200700,663100,8129482,51672,2775800,2721375,714200,891300,1067000,2947900,276300,954700,933300,388900,8148600,4399800,16622400,746600,219975,11685,894900,317900,589100,3646800,8170000,2908700,18240200,94100
2010-02-18,2889900,20700,5251800,1253000,1741200,1343400,2658800,875400,3014800,1033000,34590,636400,1115500,3494000,80500,2547600,1380731,1179200,421800,1285200,914100,18300,155400,647700,3304500,858800,940600,433200,1343800,4601267,62369,1478400,2535500,347800,597400,1021400,2168100,170900,554000,1040300,433100,8007800,4888600,17017800,445400,338625,19420,709500,412600,981000,3062800,4968000,2339800,19826200,52900
2010-02-19,5044100,34200,3221500,804000,1283400,1769800,7977600,870500,2054240,1567100,36630,457100,672500,2439200,379300,2699200,1721225,1164100,1035100,985200,249000,29100,148300,849400,4342800,823700,1099200,314400,1074500,3473777,36351,1128200,2681875,324600,792900,1517600,1885200,130400,392400,1004300,650600,8770600,4276900,11889400,535400,315420,8742,565200,695800,689900,2852100,4330200,1529700,13729500,157000
2010-02-22,3426400,144800,3012000,925800,4207000,1455600,2624400,921300,5586880,1099900,31650,640700,1100000,3954200,390500,2041600,1619827,1470000,929600,1938700,696900,166800,105400,1183600,3503900,1257600,1621300,272100,2582300,7311449,42657,1628600,4793000,301700,1016500,957000,3700100,179500,454200,734100,791300,6343200,4958100,19817500,488000,482580,11002,913200,306500,734200,4395000,4782400,2001400,12204200,121600
2010-02-23,4046200,169500,3302200,652900,2092800,671000,3210400,790400,2056720,1195000,41840,895700,1215000,4483000,44800,2020400,1333420,1092500,901700,1348700,811500,11700,269000,1539100,4234900,813700,1058800,177900,3028900,6954209,40293,1225400,3849875,285500,3986100,864200,2435200,252600,818200,1102800,1143900,7129400,5047100,16937500,506600,692160,25724,870600,411600,1025700,10445900,3651600,3733900,15653200,107000
2010-02-24,4043200,134600,3672900,567100,2776600,613400,2152400,703800,1556400,1125300,32350,1030600,1326500,3399600,228800,1391100,1446071,963200,698800,1104900,530100,12900,142600,1232800,3755700,930800,656900,233100,1785600,15100994,47355,1320700,2717500,321900,1241600,883200,1229000,168000,413100,825400,607000,3953200,2885800,13563100,588800,935445,18784,1194000,518600,527300,11674800,3454800,2643000,12880600,120500
